sensor_14,sensor_11,sensor_16,sensor_17,sensor_9,sensor_3,sensor_15,sensor_4
8132.87,45.25,0.03,369,8779.93,1505.27,8.6345,1302.57
7879.74,36.71,0.02,306,8019.83,1259.31,10.8484,1044.67
8088.79,41.73,0.02,330,8323.15,1345.48,9.324,1127.99
8141.88,47.24,0.03,392,9065.37,1582.98,8.4531,1403.62
8063.08,44.18,0.02,365,8730.73,1481.3,9.1871,1251.66
7880.87,36.7,0.02,307,8018.97,1256.97,10.8962,1049.56
8075.47,41.66,0.02,333,8354.94,1360.22,9.2998,1128.44
8132.48,45.26,0.03,368,8785.28,1495.89,8.6392,1310.0
7882.79,36.6,0.02,307,8015.5,1260.39,10.9289,1042.45
8093.93,41.99,0.02,331,8326.16,1347.25,9.3475,1117.95
8073.38,41.85,0.02,335,8354.97,1362.7,9.2962,1123.22
8062.31,44.28,0.02,364,8724.14,1481.9,9.1885,1252.99
8067.18,44.29,0.02,366,8726.05,1479.98,9.21,1250.25
8084.95,41.94,0.02,330,8321.52,1352.61,9.3496,1120.68
8132.61,45.3,0.03,369,8778.13,1499.78,8.6176,1305.44
8065.14,44.15,0.02,364,8727.65,1485.86,9.1857,1245.04
8087.96,42.02,0.02,331,8327.82,1355.99,9.3289,1124.06
8096.78,41.89,0.02,330,8331.37,1342.62,9.3492,1126.28
8067.19,41.85,0.02,334,8353.73,1365.35,9.3012,1131.94
8136.12,47.25,0.03,393,9065.06,1588.6,8.4392,1395.4
8088.33,41.88,0.02,331,8325.17,1358.77,9.3551,1121.37
8064.76,44.23,0.02,366,8725.41,1487.14,9.2003,1242.81
8137.39,45.31,0.03,370,8785.82,1494.9,8.6657,1307.27
8064.32,44.04,0.02,362,8728.52,1491.61,9.2018,1246.32
8069.75,41.64,0.02,335,8353.86,1367.56,9.2821,1118.85
7883.07,36.75,0.02,306,8008.29,1260.71,10.9044,1045.8
8133.43,45.37,0.03,368,8781.0,1498.81,8.6248,1312.62
8092.49,42.03,0.02,332,8326.12,1353.17,9.3503,1131.6
8067.65,44.33,0.02,363,8721.27,1482.63,9.1903,1246.67
8068.28,44.31,0.02,365,8731.75,1480.81,9.2276,1250.7
7874.14,36.56,0.02,306,8008.26,1259.2,10.8756,1043.01
7882.35,36.7,0.02,307,8019.97,1257.8,10.8381,1044.78
8093.84,42.22,0.02,330,8329.05,1351.95,9.3532,1129.6
8091.08,41.87,0.02,331,8326.5,1355.38,9.3551,1124.51
8127.41,45.19,0.03,367,8779.15,1503.41,8.6318,1299.51
8073.62,41.82,0.02,334,8361.72,1364.18,9.2983,1139.52
8088.02,42.1,0.02,329,8334.14,1357.16,9.3456,1120.28
7875.63,36.55,0.02,308,8012.87,1259.48,10.8696,1046.93
8070.34,44.45,0.02,368,8725.46,1483.42,9.1968,1252.51
8089.43,41.81,0.02,330,8327.3,1350.03,9.3752,1118.87
8068.89,44.38,0.02,364,8731.03,1487.12,9.191,1246.94
8138.81,47.28,0.03,392,9059.65,1581.12,8.4342,1401.91
8069.99,44.43,0.02,365,8740.08,1483.53,9.2032,1243.02
8069.04,41.85,0.02,334,8352.17,1364.58,9.3228,1126.66
7881.2,36.73,0.02,308,8016.49,1261.96,10.8742,1039.6
8141.12,45.3,0.03,370,8787.95,1497.28,8.5967,1310.16
8068.43,41.81,0.02,334,8346.98,1366.25,9.3201,1128.82
8067.91,41.79,0.02,334,8356.44,1361.38,9.3209,1135.47
7876.98,36.82,0.02,308,8018.91,1263.66,10.852,1052.31
8094.33,42.11,0.02,331,8329.21,1357.38,9.3634,1126.11
8090.2,42.16,0.02,331,8332.24,1356.92,9.3072,1121.58
8088.62,42.01,0.02,329,8334.65,1352.73,9.3528,1122.54
7878.45,36.61,0.02,307,8015.09,1261.02,10.9148,1046.18
8139.32,47.35,0.03,393,9064.84,1587.25,8.4283,1406.88
8143.92,47.29,0.03,393,9064.62,1594.99,8.409,1400.09
8134.83,45.29,0.03,370,8777.0,1496.69,8.6618,1312.83
7875.63,36.78,0.02,307,8020.1,1256.31,10.8681,1044.96
8094.74,41.96,0.02,331,8333.36,1350.76,9.3528,1128.77
7881.83,36.35,0.02,307,8014.12,1263.95,10.897,1043.42
8090.24,41.9,0.02,330,8330.05,1353.88,9.3266,1120.95
8148.53,47.44,0.03,392,9066.71,1589.98,8.4507,1413.42
7873.22,36.64,0.02,307,8013.61,1262.31,10.8854,1040.91
8090.36,42.18,0.02,332,8325.75,1346.17,9.3569,1126.2
8078.32,41.88,0.02,331,8360.17,1366.55,9.3562,1126.0
7878.15,36.6,0.02,306,8007.89,1260.34,10.9125,1050.05
8091.46,42.14,0.02,331,8332.13,1351.35,9.3511,1123.48
8094.67,42.02,0.02,330,8324.58,1353.26,9.3068,1118.14
8072.05,44.26,0.02,364,8733.52,1484.18,9.2291,1243.82
8139.24,45.32,0.03,369,8783.83,1499.05,8.6073,1309.03
8149.6,47.32,0.03,394,9070.2,1584.15,8.3952,1408.02
8077.69,41.8,0.02,334,8354.31,1358.29,9.3463,1127.28
7879.77,36.78,0.02,307,8013.89,1258.54,10.8927,1043.17
8070.89,41.7,0.02,334,8352.99,1363.29,9.3459,1135.73
8137.6,45.38,0.03,370,8789.3,1506.59,8.6211,1312.19
8139.9,45.45,0.03,369,8788.46,1499.98,8.6736,1309.14
8090.85,41.95,0.02,330,8335.37,1347.93,9.3513,1126.95
8147.19,47.35,0.03,393,9069.78,1587.38,8.4121,1402.92
8093.51,42.07,0.02,330,8336.51,1352.32,9.342,1123.38
8140.67,45.47,0.03,369,8789.64,1503.15,8.6423,1302.92
8093.19,42.07,0.02,330,8330.31,1353.29,9.3766,1120.62
8147.9,47.35,0.03,393,9069.23,1585.22,8.4723,1406.51
7875.42,36.67,0.02,307,8020.48,1265.44,10.9176,1043.3
8093.68,42.15,0.02,330,8330.27,1346.78,9.3518,1121.24
8088.34,42.02,0.02,329,8343.77,1347.0,9.348,1128.42
7875.73,36.64,0.02,306,8017.16,1259.67,10.891,1044.48
8133.96,45.46,0.03,368,8790.8,1495.97,8.6393,1307.51
8075.05,41.79,0.02,335,8353.59,1362.23,9.2759,1125.64
8139.77,45.44,0.03,370,8785.73,1496.45,8.6632,1308.58
8073.01,44.3,0.02,364,8724.54,1489.24,9.2169,1251.06
7881.97,36.88,0.02,309,8026.35,1256.79,10.9029,1046.84
8093.16,42.16,0.02,331,8329.31,1346.62,9.3203,1132.99
8075.58,41.88,0.02,334,8351.33,1367.02,9.3356,1126.29
8071.58,44.34,0.02,365,8734.41,1490.41,9.2042,1251.01
8078.54,41.79,0.02,335,8368.31,1367.27,9.3238,1134.29
8069.03,44.37,0.02,364,8735.07,1490.7,9.2143,1246.98
8142.07,45.22,0.03,368,8789.88,1495.37,8.6186,1307.75
8094.87,42.12,0.02,331,8333.58,1361.67,9.3865,1123.31
8071.84,44.35,0.02,366,8735.68,1484.76,9.2034,1251.39
8081.91,41.88,0.02,335,8365.53,1365.51,9.3003,1134.21
8093.9,42.17,0.02,330,8324.64,1350.46,9.3285,1128.77
8079.75,41.88,0.02,333,8358.62,1361.77,9.3257,1132.68
8080.66,41.66,0.02,334,8360.45,1366.26,9.305,1129.13
8095.68,42.22,0.02,329,8339.24,1358.01,9.3698,1125.65
8098.45,42.05,0.02,330,8324.5,1347.75,9.3778,1129.36
8095.96,42.15,0.02,331,8337.1,1356.87,9.3744,1124.66
8098.91,42.15,0.02,331,8346.56,1357.5,9.3912,1130.55
8098.93,42.05,0.02,330,8324.82,1360.9,9.3845,1124.84
8138.6,45.37,0.03,370,8797.16,1510.73,8.6727,1317.24
8090.8,42.35,0.02,331,8329.7,1352.4,9.3462,1123.42
8073.26,44.55,0.02,365,8732.74,1484.23,9.2159,1252.55
8093.15,42.07,0.02,333,8336.02,1350.87,9.3528,1124.7
8138.87,45.37,0.03,370,8787.4,1498.74,8.6468,1307.32
8074.16,42.0,0.02,334,8359.81,1362.86,9.3229,1134.31
8148.3,47.55,0.03,392,9060.37,1598.44,8.4006,1408.82
8074.93,44.26,0.02,364,8729.45,1486.47,9.2012,1256.08
8096.54,42.12,0.02,332,8339.15,1350.34,9.4016,1122.16
8152.23,47.5,0.03,394,9071.87,1591.77,8.4227,1399.25
8076.48,41.76,0.02,333,8366.09,1366.18,9.3503,1126.46
8145.96,47.53,0.03,393,9065.18,1586.9,8.4181,1408.36
8090.8,42.32,0.02,332,8336.66,1356.02,9.3965,1129.16
7885.98,36.77,0.02,307,8012.18,1258.46,10.8943,1049.39
8081.39,41.92,0.02,333,8360.4,1367.56,9.3556,1127.13
8102.11,42.32,0.02,331,8331.54,1364.27,9.3633,1136.32
8143.84,45.53,0.03,370,8789.21,1508.29,8.6569,1312.44
8142.83,45.47,0.03,370,8794.82,1500.28,8.67,1308.25
8148.86,47.45,0.03,394,9068.29,1590.28,8.431,1409.19
8079.32,42.12,0.02,335,8360.77,1366.77,9.355,1134.62
8075.33,44.57,0.02,364,8739.68,1490.96,9.242,1251.16
8149.56,47.47,0.03,393,9075.62,1588.92,8.449,1405.29
8075.52,44.4,0.02,367,8732.92,1485.47,9.247,1249.7
7890.25,36.82,0.02,307,8022.86,1268.09,10.9074,1050.37
7883.07,36.82,0.02,308,8018.95,1265.16,10.9202,1046.34
8157.53,47.46,0.03,393,9076.57,1589.93,8.4736,1402.22
8072.78,44.33,0.02,366,8741.4,1484.84,9.2413,1246.56
8152.13,47.48,0.03,393,9071.34,1586.48,8.4543,1409.62
8145.67,45.6,0.03,370,8801.27,1495.63,8.6924,1312.89
8138.45,45.57,0.03,369,8796.43,1504.66,8.6777,1314.24
8083.97,42.15,0.02,333,8364.69,1378.01,9.334,1128.66
8103.52,42.11,0.02,332,8334.73,1350.9,9.3472,1134.59
8080.62,42.1,0.02,335,8360.66,1365.52,9.3443,1133.8
8098.22,42.06,0.02,333,8339.05,1349.49,9.352,1121.67
8146.34,45.53,0.03,370,8791.24,1499.7,8.6818,1308.82
8096.75,42.17,0.02,331,8342.79,1358.56,9.3579,1124.32
7887.02,36.91,0.02,307,8024.23,1261.17,10.9527,1047.19
8141.99,45.54,0.03,371,8792.23,1500.32,8.6711,1307.69
8095.07,42.02,0.02,332,8343.23,1362.36,9.4072,1131.66
8085.13,42.02,0.02,334,8358.03,1365.36,9.3158,1131.4
8073.72,44.49,0.02,365,8736.09,1487.02,9.2538,1254.71
8086.91,41.74,0.02,335,8368.73,1371.19,9.3386,1138.01
8102.32,42.19,0.02,330,8339.81,1359.03,9.3566,1119.35
8100.87,42.28,0.02,331,8337.58,1362.25,9.3328,1120.71
8155.28,47.56,0.03,395,9076.54,1588.17,8.4369,1408.16
8078.8,42.12,0.02,335,8372.2,1369.18,9.3731,1136.33
8082.42,42.03,0.02,335,8364.63,1368.71,9.3506,1129.66
8077.71,44.46,0.02,366,8732.96,1486.28,9.2129,1256.21
8073.14,44.63,0.02,364,8741.5,1490.89,9.2488,1262.97
8083.61,44.51,0.02,366,8742.29,1495.04,9.2697,1250.23
7891.38,36.72,0.02,308,8037.31,1268.32,10.9315,1047.36
8149.31,45.63,0.03,371,8800.54,1505.43,8.6611,1310.74
7893.88,36.79,0.02,306,8028.64,1269.8,10.9815,1053.06
8149.48,45.63,0.03,370,8803.11,1505.87,8.7083,1306.02
7890.23,36.74,0.02,309,8027.56,1262.95,10.9664,1056.22
8078.9,44.5,0.02,367,8740.31,1484.46,9.2309,1254.8
8147.9,45.65,0.03,371,8804.06,1504.25,8.6896,1312.99
8100.04,42.17,0.02,333,8346.27,1361.95,9.4016,1135.83
8087.69,42.07,0.02,335,8370.65,1368.43,9.384,1134.81
8108.21,42.2,0.02,331,8344.98,1360.7,9.3712,1131.95
8150.45,45.65,0.03,371,8809.34,1499.25,8.6866,1314.4
8087.41,42.08,0.02,335,8376.48,1370.36,9.3494,1139.95
8153.89,47.49,0.03,392,9078.4,1593.43,8.4545,1413.47
8156.22,47.76,0.03,394,9085.36,1583.96,8.4911,1413.1
8151.11,45.67,0.03,369,8798.31,1499.54,8.6529,1317.37
8153.36,45.56,0.03,370,8804.3,1497.54,8.629,1317.48
7891.6,36.77,0.02,308,8036.32,1261.66,10.934,1053.16
8157.86,45.74,0.03,370,8802.94,1515.49,8.7032,1322.15
8107.56,42.05,0.02,333,8351.93,1358.41,9.3678,1129.71
8149.95,45.6,0.03,369,8794.39,1511.68,8.6908,1320.31
7893.03,36.96,0.02,308,8037.44,1261.55,10.9369,1052.33
7891.83,37.02,0.02,308,8033.31,1263.66,10.9321,1054.27
8086.97,44.58,0.02,367,8748.51,1487.72,9.2446,1255.97
8108.7,42.42,0.02,333,8353.23,1354.49,9.4092,1129.82
8154.7,45.89,0.03,370,8806.94,1510.34,8.7023,1312.4
8104.17,42.16,0.02,333,8348.57,1355.08,9.3928,1130.93
8109.77,42.2,0.02,332,8353.09,1359.42,9.4093,1130.52
7898.13,37.09,0.02,307,8039.85,1265.92,10.9602,1055.14
8087.02,42.15,0.02,334,8383.18,1367.11,9.3226,1139.23
8166.68,47.84,0.03,394,9087.55,1585.16,8.4645,1408.09
7895.16,36.93,0.02,307,8035.16,1269.05,10.9322,1049.64
8085.6,44.41,0.03,366,8745.16,1494.81,9.2553,1258.28
8166.51,47.55,0.03,394,9093.07,1585.21,8.5183,1417.66
8097.68,42.08,0.02,336,8385.59,1371.87,9.3495,1137.06
8113.27,42.26,0.02,332,8361.94,1362.25,9.3884,1134.22
8167.35,47.62,0.03,395,9082.62,1597.79,8.5093,1410.14
8091.65,44.7,0.02,366,8753.7,1488.98,9.2468,1249.97
8164.62,47.79,0.03,396,9088.89,1592.81,8.4596,1413.82
8155.09,45.86,0.03,371,8810.99,1506.47,8.6763,1314.89
8166.53,47.76,0.03,395,9087.12,1592.67,8.4693,1418.73
8119.92,42.4,0.02,332,8361.85,1353.12,9.3968,1132.96
8163.23,45.61,0.03,371,8821.85,1505.23,8.7157,1316.8
8110.57,42.34,0.02,332,8360.57,1361.33,9.4245,1130.32
8116.9,42.31,0.02,332,8364.74,1358.15,9.3562,1135.59
8116.66,42.35,0.02,331,8360.42,1361.51,9.4107,1128.6
8118.83,42.15,0.02,332,8354.0,1361.35,9.3838,1133.07
8091.07,44.74,0.02,368,8761.43,1487.6,9.2376,1262.42
8174.63,47.93,0.03,395,9100.08,1596.99,8.4928,1421.67
7899.0,36.9,0.02,308,8040.23,1269.99,10.9927,1056.22
7904.33,37.22,0.02,308,8043.26,1268.38,10.9472,1055.96
8092.01,44.68,0.03,368,8762.0,1487.77,9.2866,1262.62
8101.73,42.34,0.02,335,8388.43,1371.88,9.3485,1135.47
8121.54,42.3,0.02,333,8369.23,1354.91,9.3918,1133.92
8119.79,42.39,0.02,332,8365.63,1353.69,9.395,1140.17
8169.9,47.92,0.03,394,9103.22,1593.9,8.4445,1420.6
8103.17,42.2,0.02,336,8404.41,1373.33,9.3635,1139.09
8125.14,42.3,0.02,334,8364.85,1354.5,9.3804,1137.14
8122.28,42.43,0.02,332,8371.98,1365.28,9.4065,1137.99
8166.18,45.87,0.03,372,8823.95,1515.39,8.7005,1322.62
8121.2,42.44,0.02,334,8369.22,1363.82,9.3977,1134.37
8104.37,42.37,0.02,336,8395.54,1368.27,9.4032,1143.14
8107.91,42.17,0.02,337,8400.09,1375.86,9.3811,1140.85
8106.57,42.11,0.02,336,8393.62,1373.52,9.3468,1137.21
8177.29,45.72,0.03,371,8835.88,1505.43,8.7035,1323.96
8177.87,48.08,0.03,393,9104.82,1591.58,8.5034,1418.94
8100.36,44.82,0.03,366,8775.33,1492.49,9.2359,1259.19
7913.45,36.95,0.02,307,8047.87,1264.16,10.9718,1066.36
8180.06,47.87,0.03,397,9104.17,1601.71,8.4995,1415.02
7918.22,37.11,0.02,309,8049.3,1274.23,10.9757,1055.31
8180.06,47.78,0.03,396,9106.43,1596.67,8.515,1422.54
8126.29,42.5,0.02,332,8373.29,1370.76,9.4179,1140.65
8112.33,42.31,0.02,338,8394.46,1374.02,9.3605,1144.22
8107.28,44.67,0.03,366,8778.39,1487.14,9.2858,1266.08
8115.97,42.42,0.02,337,8405.52,1376.89,9.3788,1146.43
8137.27,42.4,0.02,334,8381.22,1354.78,9.4006,1142.59
7915.41,37.03,0.02,309,8059.79,1270.99,10.9874,1054.45
7917.64,37.15,0.02,311,8057.41,1267.21,10.9847,1063.61
7912.29,37.21,0.02,310,8050.73,1272.2,11.0252,1060.65
8137.48,42.55,0.02,333,8381.05,1364.85,9.432,1146.7
7914.56,37.16,0.02,310,8061.18,1272.98,10.9855,1063.17
8110.14,44.83,0.03,367,8785.05,1494.84,9.3317,1264.48
8137.07,42.61,0.02,334,8393.3,1362.69,9.3674,1131.86
8142.9,42.6,0.02,334,8387.07,1359.51,9.4015,1142.5
8139.64,42.63,0.02,335,8387.7,1366.78,9.4153,1138.85
8131.42,42.71,0.02,334,8382.89,1362.95,9.4007,1143.68
8145.04,42.49,0.02,332,8390.06,1361.45,9.428,1148.37
8117.37,44.87,0.03,367,8789.82,1502.76,9.3058,1261.86
8121.29,42.55,0.02,337,8414.59,1378.82,9.3912,1141.07
7916.38,37.07,0.02,309,8067.28,1271.93,11.0158,1059.94
8147.56,42.86,0.02,333,8393.02,1361.14,9.4245,1150.66
8188.99,45.76,0.03,371,8861.63,1507.58,8.7415,1334.04
8189.97,48.08,0.03,398,9129.04,1604.67,8.5186,1423.14
8117.44,44.9,0.03,369,8790.68,1502.88,9.3554,1270.17
7921.57,37.27,0.02,309,8061.56,1263.38,11.0403,1064.12
8120.37,44.95,0.03,369,8790.76,1496.72,9.3127,1267.74
7928.93,37.16,0.02,310,8075.34,1270.83,10.9921,1056.86
8204.59,48.1,0.03,398,9130.51,1606.08,8.5194,1427.81
7868.9,36.84,0.02,307,8002.62,1259.94,10.8909,1045.51
8123.79,45.57,0.03,369,8770.2,1496.44,8.6124,1312.21
8136.92,47.41,0.03,393,9055.61,1590.91,8.4161,1412.87
8073.63,41.99,0.02,331,8319.05,1348.96,9.342,1131.22
8118.77,45.6,0.03,370,8767.79,1500.46,8.6347,1308.43
8060.58,44.59,0.03,365,8712.85,1478.16,9.2496,1253.1
8074.52,42.18,0.02,331,8319.48,1351.57,9.3671,1124.01
8074.5,42.14,0.02,331,8318.25,1348.22,9.3857,1125.12
8061.32,41.85,0.02,333,8343.93,1361.36,9.2942,1127.55
8122.36,45.34,0.03,372,8767.67,1499.24,8.6771,1308.15
8070.13,42.02,0.02,332,8314.35,1351.37,9.4023,1128.25
8123.08,45.48,0.03,370,8773.34,1499.1,8.6677,1313.35
7873.01,36.9,0.02,308,8001.65,1260.43,10.9085,1045.57
8058.01,44.52,0.02,365,8721.25,1486.59,9.2047,1253.4
8050.99,44.28,0.02,366,8724.79,1482.2,9.2026,1250.84
7869.5,36.65,0.02,306,8004.19,1261.38,10.9011,1053.31
8061.26,41.96,0.02,334,8339.01,1370.73,9.3168,1124.32
8054.03,44.47,0.02,366,8718.16,1480.9,9.19,1255.58
8061.1,41.91,0.02,334,8346.05,1367.22,9.3501,1135.03
8122.3,45.5,0.03,371,8764.81,1502.92,8.6469,1310.48
7873.86,36.74,0.02,307,8003.56,1267.37,10.9054,1041.45
8055.82,44.24,0.02,367,8729.46,1491.34,9.2319,1250.1
8056.98,44.35,0.02,365,8713.0,1486.54,9.2122,1258.08
8076.04,42.06,0.02,330,8322.82,1348.76,9.3902,1121.0
8118.27,45.48,0.03,368,8772.51,1499.39,8.67,1310.24
8081.51,42.07,0.02,331,8324.38,1354.57,9.3441,1122.69
8126.55,45.6,0.03,369,8771.56,1507.24,8.6609,1312.97
8059.62,42.15,0.02,335,8346.0,1361.46,9.2871,1130.8
8123.86,45.48,0.03,370,8768.64,1502.25,8.6577,1309.91
8068.64,41.97,0.02,335,8337.87,1367.93,9.3119,1126.83
8138.05,47.43,0.03,395,9051.8,1586.79,8.4527,1406.62
8083.13,42.14,0.02,331,8323.55,1359.39,9.3668,1127.18
8124.59,45.32,0.03,369,8772.33,1497.07,8.6594,1309.68
8065.95,42.03,0.02,335,8343.97,1369.0,9.3216,1128.14
8124.59,45.67,0.03,368,8782.1,1500.16,8.6649,1314.41
8078.45,42.24,0.02,330,8322.09,1356.11,9.3564,1121.14
8058.92,44.48,0.02,366,8722.28,1483.91,9.2227,1257.28
8055.52,44.47,0.02,365,8725.67,1480.8,9.2338,1249.07
8133.72,47.49,0.03,394,9052.64,1593.24,8.4235,1404.17
8081.92,42.12,0.02,332,8314.84,1355.45,9.3697,1118.73
7868.13,36.79,0.02,307,8007.1,1269.55,10.9001,1048.31
8063.5,42.05,0.02,332,8341.67,1367.86,9.3207,1132.67
7869.32,36.67,0.02,308,8008.12,1259.17,10.9214,1051.95
7873.59,36.62,0.02,307,8007.17,1256.89,10.9172,1042.26
8057.94,44.63,0.02,366,8716.62,1484.75,9.2426,1248.97
8134.27,47.54,0.03,392,9048.89,1588.62,8.4493,1408.28
8056.51,44.68,0.02,366,8728.24,1487.45,9.2499,1250.06
8082.1,42.22,0.02,331,8318.18,1351.48,9.3794,1132.61
7872.53,36.78,0.02,307,8010.2,1261.75,10.8928,1048.73
8124.22,45.33,0.03,370,8778.38,1502.66,8.6421,1306.35
8054.42,44.48,0.02,365,8716.24,1486.64,9.2474,1250.48
8125.31,45.64,0.03,370,8774.97,1493.22,8.6803,1304.78
8131.89,47.38,0.03,393,9047.1,1597.4,8.4402,1404.48
7871.52,36.82,0.02,309,7998.54,1260.28,10.9212,1047.26
8063.65,41.97,0.02,333,8345.66,1356.79,9.3376,1131.4
7873.9,36.79,0.02,306,8010.26,1256.45,10.933,1051.8
7871.24,36.83,0.02,306,8004.11,1265.67,10.9168,1053.32
8059.09,44.17,0.02,366,8726.11,1482.92,9.2411,1245.98
7871.19,36.6,0.02,307,8010.73,1264.32,10.893,1050.45
8135.95,47.52,0.03,394,9051.1,1591.42,8.4101,1409.61
8061.89,41.92,0.02,335,8347.18,1361.09,9.3219,1132.96
7870.81,36.75,0.02,307,8012.94,1262.24,10.909,1049.41
8080.24,42.12,0.02,331,8316.39,1356.22,9.3965,1131.08
7872.95,36.71,0.02,308,8001.31,1266.68,10.9203,1049.59
8050.78,44.41,0.03,365,8720.89,1480.85,9.2147,1252.14
7869.75,36.84,0.02,308,8009.77,1263.47,10.9274,1046.31
8077.24,41.96,0.02,330,8318.02,1354.76,9.382,1131.52
8062.67,42.16,0.02,335,8339.91,1363.84,9.3275,1132.64
7869.39,36.71,0.02,308,8003.73,1270.43,10.9202,1044.85
8059.06,44.51,0.02,366,8719.17,1477.46,9.2237,1250.06
7876.41,36.77,0.02,308,8005.61,1267.75,10.896,1050.0
8081.13,42.24,0.02,332,8318.14,1358.42,9.3856,1122.52
7872.8,36.73,0.02,307,8011.22,1268.18,10.927,1056.43
8085.26,42.06,0.02,331,8315.95,1350.44,9.3549,1126.54
8056.86,44.7,0.02,364,8722.71,1486.75,9.2114,1255.56
8132.32,47.48,0.03,393,9053.57,1585.28,8.4726,1412.0
8083.55,41.98,0.02,332,8318.53,1356.49,9.3709,1129.93
7872.15,36.72,0.02,308,8009.49,1266.45,10.9276,1048.04
7874.54,36.84,0.02,308,8007.19,1264.69,10.8864,1045.3
8052.41,44.57,0.03,367,8721.63,1490.7,9.2365,1262.34
7870.31,36.87,0.02,309,8003.86,1266.56,10.903,1051.18
8078.7,42.14,0.02,330,8309.75,1349.96,9.3982,1125.24
8080.32,42.23,0.02,330,8312.93,1358.84,9.3814,1125.98
8063.18,41.84,0.02,335,8350.27,1360.07,9.3256,1128.17
8134.14,47.45,0.03,393,9052.51,1594.85,8.4559,1403.68
8133.64,47.55,0.03,394,9056.64,1589.8,8.467,1407.13
8057.71,44.47,0.02,366,8722.6,1484.56,9.2548,1250.42
7868.0,36.86,0.02,309,8014.16,1261.64,10.9032,1056.92
8133.35,47.71,0.03,394,9045.38,1590.51,8.4257,1401.6
8083.19,42.42,0.02,329,8320.98,1363.5,9.3923,1133.07
8063.21,41.88,0.02,334,8352.56,1363.68,9.3143,1126.83
8084.59,42.18,0.02,332,8314.44,1353.39,9.4052,1128.63
8053.92,44.67,0.03,365,8715.64,1491.44,9.2051,1250.92
8125.24,45.48,0.03,369,8770.82,1498.46,8.6372,1307.71
8121.84,45.45,0.03,370,8780.77,1497.35,8.6399,1317.43
7871.3,36.92,0.02,308,8011.33,1258.02,10.918,1050.05
8057.88,44.25,0.02,366,8722.04,1484.34,9.2514,1251.37
8063.79,44.49,0.02,366,8718.07,1482.94,9.2398,1254.72
8061.01,44.41,0.02,365,8717.88,1485.4,9.2357,1247.36
8125.96,45.45,0.03,369,8780.09,1503.99,8.648,1307.79
8082.12,41.99,0.02,329,8316.95,1353.24,9.3861,1129.99
8078.49,42.1,0.02,332,8319.93,1348.69,9.3803,1124.49
8136.93,45.47,0.03,370,8778.42,1499.07,8.6743,1310.61
8138.06,47.64,0.03,392,9060.98,1586.21,8.4552,1411.05
8088.22,42.28,0.02,331,8327.09,1348.99,9.3954,1126.76
8079.49,42.21,0.02,332,8330.16,1355.08,9.3424,1131.25
8126.46,45.59,0.03,369,8779.89,1506.06,8.664,1314.02
8123.26,45.34,0.03,370,8772.55,1495.29,8.6589,1308.55
8065.39,41.92,0.02,335,8347.18,1367.1,9.3872,1136.71
8131.38,45.53,0.03,369,8777.74,1499.65,8.6791,1313.11
8137.58,47.62,0.03,393,9049.79,1589.7,8.4313,1415.75
8079.4,42.18,0.02,330,8314.91,1355.32,9.3695,1121.77
8136.98,47.41,0.03,394,9053.28,1587.63,8.4441,1411.89
8126.94,45.52,0.03,369,8776.3,1493.71,8.6486,1319.24
8132.1,45.5,0.03,369,8776.58,1500.35,8.6811,1307.11
8057.89,44.6,0.02,366,8719.26,1485.47,9.2212,1258.44
8064.86,42.08,0.02,334,8348.98,1367.46,9.3192,1133.67
8062.59,44.54,0.02,366,8717.78,1482.22,9.2511,1255.44
8136.11,45.53,0.03,372,8786.78,1506.46,8.6911,1302.73
8135.55,47.66,0.03,394,9054.58,1583.19,8.4769,1406.29
8080.72,42.08,0.02,331,8321.73,1360.26,9.4041,1133.54
7873.89,36.85,0.02,306,8012.79,1270.55,10.9273,1049.68
8061.0,44.44,0.02,367,8721.25,1490.62,9.2747,1254.85
8129.08,45.37,0.03,370,8775.79,1507.72,8.6406,1308.14
7875.12,36.78,0.02,308,8011.51,1263.75,10.936,1055.97
8135.84,47.67,0.03,394,9054.35,1590.07,8.459,1412.25
8080.24,42.24,0.02,333,8315.75,1351.95,9.3882,1129.8
8128.09,45.57,0.03,368,8777.8,1497.4,8.6749,1308.62
8062.4,44.35,0.02,365,8723.0,1493.25,9.2232,1247.53
8066.58,42.06,0.02,333,8353.48,1363.73,9.3306,1133.58
8129.56,45.51,0.03,369,8782.7,1510.22,8.6832,1307.99
8086.02,42.36,0.02,331,8325.19,1352.43,9.3842,1129.98
8081.62,42.02,0.02,331,8324.83,1353.29,9.3575,1131.33
8082.92,42.26,0.02,332,8319.81,1358.41,9.3897,1128.96
8140.46,47.57,0.03,394,9060.16,1587.52,8.4125,1408.22
7871.39,36.53,0.02,309,8007.56,1253.56,10.9359,1043.28
8062.58,44.59,0.02,366,8725.9,1487.84,9.2442,1248.16
8086.12,42.28,0.02,332,8322.08,1338.78,9.3991,1126.52
8132.41,47.6,0.03,393,9063.83,1595.68,8.439,1410.33
8134.5,45.62,0.03,369,8780.8,1505.96,8.6703,1312.15
8048.58,44.38,0.02,366,8726.62,1488.18,9.2333,1247.75
8084.51,42.21,0.02,331,8321.59,1353.95,9.3807,1123.49
8139.88,47.78,0.03,392,9050.62,1585.1,8.4081,1406.54
8132.6,47.63,0.03,394,9055.39,1587.45,8.4609,1410.77
8136.62,47.51,0.03,393,9062.49,1587.68,8.4395,1413.21
