sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_17,sensor_18,sensor_20,sensor_21
518.67,643.24,1591.63,1416.85,14.62,21.61,551.96,2388.16,9073.92,1.3,47.84,520.77,395,2388,38.77,23.1229
489.05,605.51,1509.2,1312.38,10.52,15.5,393.57,2319.1,8800.87,1.26,45.91,370.57,372,2319,28.36,17.0492
462.54,537.2,1271.11,1057.86,7.05,9.03,175.33,1915.5,8022.69,0.94,37.23,164.18,308,1915,14.04,8.5471
518.67,643.39,1607.15,1420.3,14.62,21.61,551.71,2388.24,9079.32,1.3,47.91,520.33,395,2388,38.53,23.166
462.54,536.65,1266.32,1061.06,7.05,9.03,175.14,1915.56,8025.52,0.94,37.09,164.2,308,1915,14.17,8.5382
491.19,607.67,1496.47,1263.73,9.35,13.66,333.76,2324.19,8745.04,1.07,44.84,314.42,368,2324,24.34,14.6112
518.67,642.96,1599.31,1420.75,14.62,21.61,551.73,2388.19,9074.74,1.3,48.02,519.92,395,2388,38.6,23.1124
445.0,550.66,1363.96,1144.42,3.91,5.72,138.52,2212.02,8343.15,1.02,42.71,130.45,334,2212,10.52,6.3699
462.54,537.22,1268.58,1063.57,7.05,9.03,174.47,1915.55,8022.57,0.94,37.34,164.15,309,1915,14.19,8.4651
518.67,642.84,1604.66,1423.12,14.62,21.61,552.3,2388.19,9079.98,1.3,48.06,519.88,397,2388,38.64,23.0696
445.0,550.16,1366.42,1142.76,3.91,5.72,138.73,2212.08,8335.36,1.02,42.69,130.21,333,2212,10.45,6.4003
489.05,605.74,1505.83,1328.63,10.52,15.5,392.76,2319.2,8792.58,1.26,46.04,370.59,373,2319,28.38,17.0632
489.05,606.0,1509.79,1320.59,10.52,15.5,393.63,2319.1,8796.5,1.26,46.01,370.4,372,2319,28.31,16.955
489.05,605.6,1511.19,1324.08,10.52,15.5,393.73,2319.14,8797.2,1.26,45.91,370.18,373,2319,28.17,17.0724
445.0,550.49,1365.7,1147.6,3.91,5.72,137.69,2212.07,8344.46,1.02,42.66,130.48,333,2212,10.45,6.2091
449.44,555.65,1375.11,1146.48,5.48,8.0,194.56,2223.29,8367.19,1.02,42.3,181.76,337,2223,14.76,8.8489
518.67,643.5,1602.78,1428.87,14.62,21.61,551.51,2388.25,9081.13,1.3,48.26,519.38,396,2388,38.4,23.0252
489.05,605.23,1510.13,1336.99,10.52,15.5,393.17,2319.16,8803.5,1.26,46.12,370.35,371,2319,28.27,16.8155
518.67,643.65,1601.43,1432.25,14.62,21.61,551.56,2388.21,9076.3,1.3,48.06,520.02,395,2388,38.43,23.1353
518.67,643.58,1607.0,1433.0,14.62,21.61,552.27,2388.26,9078.09,1.3,48.13,519.38,396,2388,38.55,23.0767
449.44,556.2,1377.19,1143.18,5.48,8.0,194.31,2223.2,8371.62,1.02,42.55,182.17,337,2223,14.72,8.8314
491.19,608.21,1496.47,1270.06,9.35,13.66,333.0,2324.24,8748.8,1.07,45.11,313.75,367,2324,24.3,14.556
445.0,550.66,1360.27,1152.8,3.91,5.72,137.84,2212.05,8345.17,1.02,42.61,130.33,333,2212,10.58,6.2565
462.54,536.98,1259.7,1040.17,7.05,9.02,175.58,1915.15,7998.86,0.94,36.8,164.67,305,1915,14.26,8.5714
489.05,604.63,1499.99,1315.99,10.52,15.49,395.03,2318.93,8764.75,1.26,45.48,371.33,368,2319,28.47,17.0324
449.44,555.29,1370.87,1127.47,5.48,8.0,193.98,2222.72,8336.28,1.02,41.98,183.29,336,2223,14.71,8.8976
445.0,549.65,1354.51,1122.55,3.91,5.71,138.02,2211.6,8304.39,1.02,42.26,130.88,331,2212,10.55,6.2342
445.0,549.57,1352.42,1122.11,3.91,5.72,138.48,2211.57,8309.21,1.02,42.12,130.35,329,2212,10.68,6.2691
462.54,536.49,1257.9,1047.66,7.05,9.02,175.14,1915.13,7999.73,0.94,36.82,163.97,310,1915,14.35,8.5434
445.0,549.4,1353.5,1123.81,3.91,5.71,139.07,2211.65,8306.3,1.02,41.93,130.13,329,2212,10.74,6.4143
445.0,549.65,1353.39,1121.81,3.91,5.71,138.33,2211.63,8309.72,1.02,42.06,130.6,330,2212,10.53,6.441
445.0,549.28,1346.85,1126.91,3.91,5.71,138.46,2211.61,8313.2,1.02,42.24,130.62,331,2212,10.64,6.371
445.0,549.83,1356.82,1118.76,3.91,5.72,137.94,2211.56,8311.79,1.02,42.2,130.6,331,2212,10.62,6.4067
491.19,607.7,1485.93,1248.66,9.35,13.66,334.83,2323.95,8707.49,1.08,44.56,314.97,365,2324,24.47,14.7483
518.67,642.86,1590.51,1409.2,14.62,21.61,553.23,2388.12,9039.44,1.3,47.56,521.14,395,2388,38.88,23.3354
462.54,536.59,1256.8,1046.15,7.05,9.03,175.47,1915.12,8001.69,0.94,36.86,164.99,307,1915,14.43,8.6006
489.05,604.94,1503.01,1300.07,10.52,15.49,393.96,2318.94,8764.2,1.26,45.27,371.55,368,2319,28.52,17.1898
489.05,604.5,1504.39,1307.15,10.52,15.49,394.49,2318.89,8765.49,1.26,45.45,371.33,369,2319,28.71,17.1562
462.54,536.1,1260.62,1047.54,7.05,9.02,176.15,1915.11,7996.8,0.94,36.75,164.85,307,1915,14.22,8.4771
449.44,556.35,1364.9,1133.75,5.48,8.0,194.05,2222.66,8338.61,1.02,41.97,183.02,335,2223,14.91,8.8211
489.05,605.01,1500.58,1310.76,10.52,15.49,394.61,2318.91,8760.82,1.26,45.49,371.18,370,2319,28.62,17.0554
445.0,549.76,1355.35,1114.87,3.91,5.71,138.46,2211.65,8305.54,1.02,42.1,130.1,331,2212,10.63,6.4739
518.67,642.18,1594.47,1407.99,14.62,21.61,553.49,2388.09,9036.14,1.3,47.56,521.1,393,2388,38.93,23.3013
491.19,607.42,1489.07,1259.3,9.35,13.66,334.3,2323.97,8714.85,1.08,44.35,314.71,365,2324,24.38,14.6895
489.05,604.48,1499.26,1305.91,10.52,15.49,393.97,2318.99,8761.46,1.26,45.45,371.32,369,2319,28.53,17.1293
489.05,604.57,1502.78,1311.0,10.52,15.49,394.43,2318.89,8759.55,1.26,45.42,371.87,370,2319,28.66,17.1086
462.54,536.94,1264.34,1035.58,7.05,9.03,175.06,1915.09,8000.4,0.94,36.8,165.19,306,1915,14.27,8.6486
445.0,549.7,1355.64,1125.83,3.91,5.71,138.52,2211.68,8307.79,1.02,41.97,130.56,330,2212,10.52,6.4429
449.44,555.96,1368.5,1127.33,5.48,8.0,194.79,2222.63,8328.9,1.02,42.02,183.03,335,2223,14.76,8.9222
489.05,604.82,1499.92,1318.89,10.52,15.49,395.11,2318.91,8769.01,1.26,45.41,371.77,369,2319,28.41,17.0817
518.67,642.06,1584.45,1410.19,14.62,21.61,553.54,2388.11,9039.94,1.3,47.58,521.14,393,2388,38.9,23.2599
518.67,642.95,1585.72,1405.7,14.62,21.61,553.69,2388.13,9039.3,1.3,47.4,521.19,393,2388,38.8,23.3481
449.44,555.94,1366.38,1128.53,5.48,8.0,194.94,2222.77,8341.29,1.02,42.04,183.0,335,2223,14.89,8.997
518.67,642.85,1588.69,1405.42,14.62,21.61,553.67,2388.16,9039.97,1.3,47.34,520.84,392,2388,38.64,23.3678
449.44,555.26,1360.7,1133.61,5.48,8.0,194.52,2222.7,8341.91,1.02,41.92,183.12,334,2223,14.87,8.8568
491.19,607.31,1480.54,1251.5,9.35,13.66,334.37,2323.9,8715.94,1.08,44.69,314.55,364,2324,24.63,14.7524
462.54,536.44,1255.31,1050.45,7.05,9.02,175.69,1915.11,8001.87,0.94,36.83,164.89,306,1915,14.48,8.5836
445.0,550.37,1354.86,1124.87,3.91,5.71,139.01,2211.61,8306.37,1.02,42.24,130.53,330,2212,10.6,6.307
449.44,555.51,1370.02,1134.29,5.48,8.0,195.02,2222.72,8344.58,1.02,41.77,183.07,335,2223,14.81,8.8514
445.0,549.57,1358.4,1120.75,3.91,5.71,138.13,2211.6,8313.89,1.02,42.26,130.92,329,2212,10.62,6.3518
445.0,549.79,1351.39,1128.43,3.91,5.71,138.75,2211.7,8313.09,1.02,42.06,130.43,331,2212,10.55,6.2972
489.05,604.59,1502.94,1311.89,10.52,15.5,394.68,2318.96,8768.76,1.26,45.26,371.09,370,2319,28.52,17.1303
445.0,549.42,1352.41,1128.44,3.91,5.72,138.89,2211.66,8312.23,1.02,42.02,131.1,329,2212,10.65,6.3757
491.19,607.6,1484.73,1256.0,9.35,13.65,335.91,2323.91,8710.36,1.08,44.28,314.62,366,2324,24.79,14.6574
449.44,555.74,1367.61,1134.06,5.48,8.0,194.27,2222.75,8341.27,1.02,42.04,183.0,335,2223,14.93,9.0254
449.44,555.28,1361.11,1132.71,5.48,8.0,193.82,2222.72,8335.58,1.02,42.08,182.4,333,2223,14.9,8.914
491.19,607.52,1483.57,1255.63,9.35,13.65,334.51,2323.95,8712.12,1.08,44.43,314.92,365,2324,24.67,14.7095
489.05,605.13,1496.85,1304.68,10.52,15.49,394.31,2318.94,8756.99,1.26,45.43,372.18,371,2319,28.48,17.0839
491.19,607.31,1491.12,1253.44,9.35,13.66,334.29,2323.97,8715.45,1.08,44.56,314.91,366,2324,24.37,14.7475
462.54,536.69,1260.35,1058.12,7.05,9.02,175.03,1915.16,8000.01,0.94,36.67,164.62,309,1915,14.33,8.5432
489.05,604.99,1505.77,1306.94,10.52,15.49,394.31,2318.96,8765.16,1.26,45.51,371.62,368,2319,28.44,17.1302
491.19,607.44,1482.97,1253.93,9.35,13.65,334.44,2323.9,8708.2,1.08,44.43,315.07,366,2324,24.6,14.7232
491.19,607.73,1484.55,1253.0,9.35,13.66,334.44,2323.89,8716.11,1.08,44.49,314.71,364,2324,24.52,14.6902
518.67,642.59,1593.81,1400.62,14.62,21.61,553.13,2388.11,9031.44,1.3,47.65,520.74,392,2388,38.8,23.2078
445.0,549.32,1346.71,1124.02,3.91,5.72,138.52,2211.63,8308.75,1.02,41.96,130.25,330,2212,10.47,6.372
491.19,607.41,1488.07,1245.51,9.35,13.65,335.02,2323.94,8721.3,1.08,44.43,314.86,366,2324,24.52,14.7694
445.0,549.21,1349.94,1128.97,3.91,5.72,138.42,2211.64,8313.89,1.02,42.27,130.82,330,2212,10.41,6.323
449.44,555.65,1364.65,1124.99,5.48,8.0,194.54,2222.72,8336.89,1.02,41.77,183.01,334,2223,14.81,8.931
489.05,604.8,1502.1,1309.9,10.52,15.5,394.61,2318.96,8765.43,1.26,45.48,371.67,369,2319,28.63,17.2325
445.0,550.03,1355.89,1125.34,3.91,5.72,138.37,2211.66,8316.34,1.02,42.33,130.7,330,2212,10.62,6.319
445.0,549.55,1363.07,1131.96,3.91,5.71,138.61,2211.66,8312.22,1.02,42.17,130.53,331,2212,10.63,6.3159
449.44,555.26,1364.12,1134.61,5.48,8.0,194.27,2222.75,8336.4,1.02,41.87,182.63,332,2223,14.89,8.9018
445.0,549.6,1352.89,1120.25,3.91,5.72,137.55,2211.63,8306.6,1.02,42.0,130.58,331,2212,10.57,6.3576
445.0,549.76,1356.55,1119.15,3.91,5.71,137.34,2211.68,8307.66,1.02,42.06,130.32,330,2212,10.54,6.3184
491.19,607.24,1490.4,1253.94,9.35,13.65,334.36,2323.98,8718.03,1.07,44.37,314.45,364,2324,24.51,14.653
445.0,549.72,1352.99,1128.81,3.91,5.71,138.22,2211.63,8309.94,1.02,41.91,130.44,332,2212,10.65,6.2626
462.54,537.22,1256.15,1052.49,7.05,9.03,174.75,1915.16,8003.07,0.94,36.73,164.66,307,1915,14.18,8.5965
445.0,550.15,1353.11,1128.39,3.91,5.71,138.24,2211.61,8313.76,1.02,42.08,130.48,331,2212,10.52,6.3372
462.54,536.93,1257.49,1054.52,7.05,9.02,175.43,1915.19,7997.13,0.94,36.83,164.57,307,1915,14.22,8.6474
518.67,642.16,1597.14,1406.57,14.62,21.61,553.25,2388.16,9045.36,1.3,47.45,521.33,392,2388,38.87,23.2633
491.19,607.73,1477.65,1249.0,9.35,13.66,334.44,2323.92,8717.55,1.08,44.54,314.58,366,2324,24.47,14.7343
462.54,536.98,1263.0,1050.72,7.05,9.02,175.17,1915.17,8006.99,0.94,36.87,164.49,309,1915,14.17,8.5695
462.54,537.0,1260.19,1048.95,7.05,9.03,175.26,1915.19,8003.25,0.94,36.67,164.35,306,1915,14.1,8.4886
449.44,556.02,1370.77,1139.32,5.48,8.0,194.32,2222.77,8342.3,1.02,41.94,183.18,334,2223,14.98,8.8683
518.67,642.63,1590.96,1401.96,14.62,21.61,553.54,2388.17,9044.9,1.3,47.68,521.58,395,2388,38.81,23.2631
491.19,607.11,1488.21,1252.21,9.35,13.65,334.49,2323.91,8714.13,1.07,44.32,314.63,365,2324,24.63,14.7299
449.44,555.54,1363.65,1137.84,5.48,8.0,194.82,2222.83,8342.82,1.02,41.8,182.93,333,2223,14.7,8.928
489.05,604.63,1497.9,1309.46,10.52,15.49,394.04,2318.98,8766.08,1.26,45.67,371.61,370,2319,28.5,17.1064
449.44,556.07,1371.54,1127.34,5.48,8.0,193.74,2222.78,8337.8,1.02,41.81,182.91,334,2223,14.65,8.9059
445.0,549.51,1361.01,1125.83,3.91,5.71,138.99,2211.69,8313.49,1.02,42.16,130.5,331,2212,10.6,6.3781
445.0,549.57,1352.56,1130.59,3.91,5.71,138.05,2211.67,8311.8,1.02,42.16,130.75,329,2212,10.63,6.3464
445.0,549.84,1352.37,1125.12,3.91,5.71,138.53,2211.71,8311.86,1.02,42.13,130.92,332,2212,10.64,6.3226
445.0,549.62,1352.56,1122.13,3.91,5.72,138.93,2211.78,8314.2,1.02,42.04,131.15,331,2212,10.6,6.3881
518.67,642.5,1591.19,1405.87,14.62,21.61,553.64,2388.14,9052.07,1.3,47.65,521.81,394,2388,38.89,23.2827
518.67,642.39,1589.38,1401.96,14.62,21.61,552.46,2388.12,9044.28,1.3,47.6,521.46,392,2388,38.66,23.2477
445.0,549.47,1358.03,1124.01,3.91,5.71,138.52,2211.76,8316.93,1.02,42.1,130.65,332,2212,10.66,6.3496
491.19,607.01,1485.27,1256.52,9.35,13.66,334.25,2323.93,8712.58,1.08,44.45,314.85,364,2324,24.33,14.6521
462.54,536.82,1260.06,1052.49,7.05,9.02,175.36,1915.23,8003.69,0.94,36.83,164.76,307,1915,14.31,8.5299
445.0,549.51,1356.26,1130.72,3.91,5.72,138.73,2211.71,8309.65,1.02,42.11,130.26,332,2212,10.75,6.2451
518.67,642.58,1591.64,1407.33,14.62,21.61,553.83,2388.11,9055.5,1.3,47.49,521.07,392,2388,38.78,23.3839
462.54,537.37,1258.13,1047.8,7.05,9.03,175.68,1915.21,8000.5,0.94,36.77,164.7,305,1915,14.45,8.594
445.0,549.73,1354.11,1131.7,3.91,5.72,137.97,2211.77,8314.86,1.02,42.18,130.55,331,2212,10.63,6.4342
445.0,549.78,1355.94,1117.22,3.91,5.72,138.45,2211.72,8313.86,1.02,42.26,130.69,331,2212,10.49,6.4438
445.0,549.97,1354.07,1131.44,3.91,5.72,138.51,2211.81,8317.2,1.02,42.19,130.75,331,2212,10.68,6.2865
489.05,604.99,1501.64,1306.79,10.52,15.49,394.23,2318.99,8770.95,1.26,45.56,371.18,371,2319,28.43,17.2556
449.44,555.85,1366.5,1128.81,5.48,8.0,194.23,2222.88,8344.08,1.02,41.92,183.39,334,2223,14.93,8.8571
462.54,536.48,1266.69,1049.73,7.05,9.03,175.88,1915.18,8008.3,0.94,36.69,164.95,308,1915,14.36,8.6244
489.05,605.02,1501.37,1305.57,10.52,15.49,394.01,2318.93,8779.97,1.26,45.39,371.46,370,2319,28.53,17.2297
491.19,607.43,1480.09,1253.3,9.35,13.66,334.11,2324.0,8714.61,1.07,44.31,314.73,368,2324,24.35,14.6429
445.0,549.76,1359.06,1123.95,3.91,5.72,138.75,2211.77,8316.56,1.02,42.31,131.04,332,2212,10.56,6.3224
449.44,555.9,1368.46,1134.22,5.48,8.0,194.34,2222.89,8350.1,1.02,42.17,182.17,335,2223,14.77,8.8043
449.44,555.46,1367.81,1136.72,5.48,8.0,194.61,2222.91,8343.75,1.02,42.14,182.8,335,2223,14.76,8.9679
489.05,604.27,1501.88,1308.47,10.52,15.49,394.78,2318.98,8777.46,1.26,45.49,371.44,369,2319,28.62,17.1491
445.0,549.82,1352.86,1127.35,3.91,5.71,138.8,2211.81,8322.72,1.02,42.08,130.23,332,2212,10.5,6.3441
462.54,537.21,1267.29,1047.49,7.05,9.03,175.3,1915.28,8017.99,0.94,36.66,164.79,308,1915,14.3,8.4647
445.0,549.77,1355.94,1123.91,3.91,5.72,138.71,2211.81,8319.82,1.02,42.23,130.92,332,2212,10.51,6.4301
518.67,643.4,1588.62,1409.78,14.62,21.61,552.37,2388.1,9053.7,1.3,47.5,521.68,393,2388,38.7,23.2353
449.44,555.99,1372.5,1123.71,5.48,8.0,194.69,2222.95,8348.39,1.02,42.18,182.98,334,2223,14.84,8.7966
462.54,537.27,1264.65,1056.89,7.05,9.03,175.14,1915.32,8014.16,0.94,36.88,164.79,307,1915,14.39,8.5888
445.0,549.94,1354.06,1131.93,3.91,5.72,138.86,2211.88,8322.83,1.02,42.11,131.25,332,2212,10.41,6.3553
491.19,607.48,1482.7,1258.47,9.35,13.66,334.55,2324.0,8718.69,1.08,44.52,314.76,365,2324,24.52,14.6252
445.0,549.5,1360.31,1117.58,3.91,5.72,138.73,2211.86,8329.36,1.02,42.16,130.62,331,2212,10.56,6.3367
491.19,606.94,1487.08,1253.42,9.35,13.66,334.54,2323.98,8724.69,1.08,44.57,315.02,365,2324,24.33,14.6866
445.0,549.47,1357.23,1131.49,3.91,5.72,138.89,2211.87,8321.14,1.02,42.28,130.23,331,2212,10.49,6.2703
518.67,642.23,1587.65,1408.53,14.62,21.61,552.8,2388.1,9057.08,1.3,47.45,520.7,394,2388,38.61,23.2877
445.0,549.98,1358.94,1130.16,3.91,5.72,138.42,2211.93,8324.48,1.02,42.07,130.19,331,2212,10.78,6.3173
449.44,555.38,1373.61,1129.45,5.48,8.0,193.82,2223.08,8352.1,1.02,42.03,182.76,334,2223,15.02,8.8682
445.0,549.78,1359.12,1124.73,3.91,5.72,138.18,2211.98,8325.18,1.02,42.43,130.2,330,2212,10.52,6.3686
462.54,536.4,1258.69,1055.28,7.05,9.03,175.39,1915.38,8015.98,0.94,36.84,164.52,308,1915,14.14,8.5151
491.19,607.78,1490.6,1256.71,9.35,13.66,334.74,2324.08,8729.14,1.08,44.67,314.24,366,2324,24.6,14.5535
462.54,536.25,1263.27,1057.08,7.05,9.03,174.82,1915.43,8010.19,0.94,36.71,165.0,307,1915,14.27,8.5422
445.0,549.92,1355.33,1129.27,3.91,5.72,138.36,2211.93,8323.83,1.02,42.29,130.69,331,2212,10.59,6.3934
462.54,536.61,1271.08,1051.59,7.05,9.03,176.48,1915.39,8015.02,0.94,36.84,164.31,308,1915,14.28,8.5511
445.0,549.38,1359.79,1128.96,3.91,5.72,138.27,2212.06,8319.11,1.02,42.31,131.0,331,2212,10.49,6.4082
489.05,605.27,1503.04,1314.12,10.52,15.5,393.79,2318.99,8790.48,1.26,45.61,371.34,369,2319,28.64,17.0838
462.54,536.86,1264.17,1056.48,7.05,9.03,176.11,1915.43,8014.39,0.94,37.0,164.85,307,1915,14.32,8.555
462.54,537.45,1270.31,1059.95,7.05,9.03,175.24,1915.49,8010.53,0.94,37.05,164.55,307,1915,14.2,8.5486
449.44,555.98,1365.35,1134.38,5.48,8.0,193.76,2223.14,8356.59,1.02,42.05,182.95,335,2223,14.71,8.9441
518.67,643.21,1583.41,1404.56,14.62,21.61,552.86,2388.1,9061.91,1.3,47.57,520.84,393,2388,38.71,23.3287
449.44,556.5,1375.1,1141.09,5.48,8.0,193.74,2223.12,8361.0,1.02,42.03,182.97,334,2223,14.85,8.9344
449.44,555.73,1361.42,1131.99,5.48,8.0,193.97,2223.13,8364.31,1.02,41.99,182.77,335,2223,14.7,8.9688
445.0,549.68,1357.57,1136.67,3.91,5.72,139.01,2212.07,8336.15,1.02,42.23,130.26,332,2212,10.6,6.3895
489.05,604.86,1498.22,1316.53,10.52,15.5,394.04,2319.0,8791.43,1.26,45.57,371.62,371,2319,28.33,17.1942
462.54,536.3,1266.57,1057.96,7.05,9.03,174.82,1915.57,8024.64,0.94,36.81,164.09,307,1915,14.2,8.5645
518.67,642.54,1591.4,1413.28,14.62,21.61,553.91,2388.07,9066.89,1.3,47.66,521.28,393,2388,38.8,23.3213
491.19,607.89,1482.69,1258.64,9.35,13.66,335.09,2324.1,8746.95,1.07,44.45,314.76,365,2324,24.58,14.582
462.54,537.26,1272.97,1052.43,7.05,9.03,174.7,1915.55,8033.75,0.94,36.9,164.78,307,1915,14.24,8.5353
518.67,642.9,1590.71,1416.01,14.62,21.61,553.41,2388.11,9078.83,1.3,47.49,520.72,394,2388,38.7,23.243
445.0,549.87,1357.5,1134.75,3.91,5.72,138.49,2212.24,8343.58,1.02,42.38,130.59,332,2212,10.6,6.3923
449.44,555.58,1369.25,1138.5,5.48,8.01,194.04,2223.31,8376.0,1.02,41.95,183.41,335,2223,14.93,8.9365
489.05,605.14,1501.41,1318.57,10.52,15.49,393.78,2318.97,8810.33,1.26,45.47,371.06,370,2319,28.45,17.0095
489.05,605.35,1508.13,1317.19,10.52,15.49,394.18,2319.06,8806.64,1.26,45.55,370.94,371,2319,28.45,16.9797
518.67,643.04,1592.97,1416.52,14.62,21.61,553.47,2388.06,9076.58,1.3,47.66,521.16,393,2388,38.5,23.2183
462.54,537.01,1265.81,1050.74,7.05,9.03,175.09,1915.67,8031.94,0.94,36.76,163.58,308,1915,14.38,8.5826
462.54,536.49,1267.0,1059.33,7.05,9.03,174.96,1915.68,8032.94,0.94,36.79,164.9,308,1915,14.37,8.6109
449.44,556.11,1364.84,1133.52,5.48,8.0,194.13,2223.42,8374.77,1.02,42.3,182.15,335,2223,14.69,8.7737
445.0,549.68,1363.58,1133.93,3.91,5.72,138.18,2212.35,8350.39,1.02,42.18,130.26,332,2212,10.48,6.3502
449.44,555.93,1371.81,1133.13,5.48,8.0,194.21,2223.48,8381.14,1.02,42.09,182.98,335,2223,14.72,8.8477
491.19,608.01,1488.36,1260.02,9.35,13.66,334.39,2324.18,8756.17,1.08,44.46,314.59,366,2324,24.62,14.5821
491.19,607.38,1493.44,1261.89,9.35,13.66,334.56,2324.23,8764.36,1.08,44.59,314.12,366,2324,24.33,14.5502
445.0,550.55,1359.49,1140.33,3.91,5.72,139.27,2212.44,8351.49,1.02,42.26,130.21,331,2212,10.54,6.2534
445.0,550.11,1357.0,1135.51,3.91,5.72,138.73,2212.51,8362.16,1.02,42.37,130.02,333,2212,10.53,6.2915
491.19,607.94,1490.44,1254.37,9.35,13.66,333.84,2324.2,8766.43,1.08,44.46,314.68,366,2324,24.45,14.5507
518.67,643.33,1595.31,1418.05,14.62,21.61,552.42,2388.17,9100.9,1.3,47.63,521.03,394,2388,38.73,23.1395
489.05,605.46,1508.73,1322.57,10.52,15.5,393.75,2319.05,8828.13,1.26,45.75,371.48,372,2319,28.43,16.968
518.67,643.11,1600.6,1418.74,14.62,21.61,552.26,2388.11,9107.67,1.3,47.66,520.89,395,2388,38.45,23.15
518.67,642.96,1600.93,1409.73,14.62,21.61,552.57,2388.11,9108.76,1.3,47.98,520.84,393,2388,38.58,23.2101
518.67,643.72,1597.03,1413.5,14.62,21.61,552.56,2388.07,9107.04,1.3,47.9,520.61,394,2388,38.74,23.3307
491.19,607.85,1490.39,1268.38,9.35,13.66,333.95,2324.29,8778.36,1.08,44.6,314.36,367,2324,24.38,14.6468
491.19,608.12,1494.16,1259.37,9.35,13.66,334.23,2324.3,8779.76,1.08,44.58,314.22,367,2324,24.36,14.5796
445.0,549.6,1363.49,1137.39,3.91,5.72,138.76,2212.78,8374.97,1.03,42.36,130.67,333,2212,10.77,6.2728
449.44,556.17,1375.34,1144.01,5.48,8.0,194.24,2223.81,8411.54,1.02,42.35,183.24,336,2223,14.83,8.8718
489.05,605.76,1510.36,1307.89,10.52,15.5,393.17,2319.03,8838.33,1.26,45.6,370.71,371,2319,28.45,16.9698
445.0,550.91,1359.65,1135.81,3.91,5.72,138.95,2212.8,8383.15,1.02,42.27,130.66,334,2212,10.59,6.2994
489.05,605.42,1504.1,1317.17,10.52,15.5,393.57,2319.07,8842.17,1.26,45.71,370.74,372,2319,28.46,16.8864
449.44,556.81,1372.15,1139.92,5.48,8.0,193.91,2224.02,8413.83,1.02,42.4,182.67,335,2223,14.95,8.9081
518.67,643.34,1599.9,1418.19,14.62,21.61,552.77,2388.12,9123.15,1.3,48.06,520.6,395,2388,38.92,23.1659
445.0,550.65,1366.15,1141.75,3.91,5.72,138.13,2212.93,8386.43,1.02,42.39,130.43,334,2212,10.65,6.2838
462.54,537.0,1272.84,1060.32,7.05,9.03,175.7,1916.41,8064.02,0.94,37.09,164.2,309,1915,14.01,8.484
491.19,608.34,1490.31,1274.87,9.35,13.66,332.94,2324.53,8800.63,1.08,44.9,314.69,368,2324,24.45,14.5945
449.44,556.92,1374.36,1137.55,5.48,8.01,194.47,2224.27,8428.59,1.02,42.17,182.62,336,2223,14.74,8.8474
491.19,608.47,1490.78,1264.79,9.35,13.66,333.83,2324.54,8808.19,1.08,44.93,314.17,368,2324,24.5,14.5291
518.67,642.88,1603.11,1426.72,14.62,21.61,552.33,2388.17,9131.75,1.3,47.89,520.25,396,2388,38.51,23.2478
518.67,643.55,1599.17,1423.56,14.62,21.61,551.57,2388.13,9144.25,1.3,47.99,519.87,395,2388,38.48,22.9805
489.05,606.07,1519.08,1323.69,10.52,15.5,392.92,2319.14,8878.55,1.26,46.07,370.51,372,2319,28.44,16.9493
491.19,608.81,1496.48,1271.01,9.35,13.66,333.73,2324.6,8821.04,1.07,44.79,314.75,369,2324,24.38,14.5631
445.0,550.61,1358.51,1147.81,3.91,5.72,139.06,2213.38,8423.3,1.03,42.73,130.81,333,2212,10.35,6.2488
449.44,555.28,1361.37,1117.55,5.48,8.0,194.94,2222.91,8345.02,1.02,41.56,183.93,331,2223,15.05,8.9494
518.67,641.76,1583.59,1401.95,14.62,21.61,554.88,2388.02,9055.76,1.3,47.25,522.59,391,2388,38.91,23.4404
449.44,555.72,1361.11,1117.84,5.48,8.0,195.14,2222.96,8343.38,1.02,41.61,183.31,334,2223,14.88,8.952
462.54,536.38,1259.13,1035.41,7.05,9.03,175.85,1915.34,8010.7,0.94,36.58,165.12,306,1915,14.16,8.6423
518.67,642.09,1584.75,1399.44,14.62,21.61,555.11,2388.04,9065.69,1.3,47.24,522.01,392,2388,38.9,23.4701
445.0,549.1,1347.9,1127.66,3.91,5.71,138.84,2211.93,8315.41,1.02,41.66,130.58,330,2212,10.76,6.3742
445.0,549.18,1351.46,1116.6,3.91,5.71,138.86,2211.99,8310.93,1.02,41.69,130.98,330,2212,10.56,6.3785
445.0,549.48,1354.43,1120.22,3.91,5.72,139.52,2211.88,8318.35,1.02,41.9,131.19,330,2212,10.73,6.3363
445.0,548.67,1338.4,1108.89,3.91,5.71,139.22,2211.97,8320.73,1.02,41.8,131.11,329,2212,10.69,6.4157
491.19,606.9,1481.12,1242.36,9.35,13.65,335.27,2323.88,8721.78,1.08,44.05,315.73,363,2324,24.71,14.6748
491.19,606.86,1481.3,1242.11,9.35,13.66,335.79,2323.85,8721.63,1.08,44.07,315.33,364,2324,24.65,14.7571
518.67,642.25,1588.63,1392.97,14.62,21.61,555.12,2388.0,9051.76,1.3,47.14,522.66,392,2388,39.04,23.4192
462.54,536.67,1262.97,1045.9,7.05,9.02,175.93,1915.38,8008.47,0.94,36.48,164.59,306,1915,14.4,8.6174
518.67,642.43,1586.68,1392.08,14.62,21.61,553.93,2387.97,9052.8,1.3,47.02,522.18,392,2388,39.07,23.451
